deviceid,station_id,feeder,district,substation,kva,ct,installation_type,latitude,longitude,mea_no,address,hv,lv,installation_date,manufacturer,genre,ct_high,ct_low,tap_changer
WL13503,WL13503,WL13,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7449760315121,100.499264642081,LL-1411,ถ.ตรีเพชร  สี่แยกพาหุรัดฝั่งเพาะช่าง,12000,380,2020-10-18,เจริญชัย,Network Transformer,1,1,manual
236201559,BKT1088,EM424,บางกะปิ,NULL,300.0,2000/5,นั่งร้าน,13.730699733,100.575580117, 4LL-5473,NULL,NULL,NULL,2022-09-03,NULL,TLM,2000,5,manual
236201293,KTT0560,PK414,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.714632847,100.57768646,4LL-3327,NULL,NULL,NULL,2022-03-27,NULL,TLM,800,5,manual
236200373,BKT2497,RH435,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.763018,100.647377,4EE-5701,NULL,NULL,NULL,2021-12-09,NULL,TLM,800,5,manual
236201619,KTT0957,SL21,คลองเตย,NULL,150.0,800/5,แขวนเสา,13.720410467,100.524748867,2EE-1369,NULL,NULL,NULL,2023-04-27,NULL,TLM,800,5,manual
SD33515,SD33515,SD33,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7320234661032,100.514818523198,LL-1441,ถ.เจริญกรุง  หัวมุมถนนโยธา,12000,380,2021-02-22,ถิรไทย,Network Transformer,1,1,manual
236200926,BKT1153,BA412,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.716472854,100.6001593,2EE-352,NULL,NULL,NULL,2021-09-19,NULL,TLM,400,5,manual
SD38519,SD38519,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7409131668606,100.508474191561,LL-091,ถ.เยาวราช  ใกล้ ตลาดเก่า,12000,380,2000-08-16,Torishima,Network Transformer,1,1,manual
236201158,BKT0213,RH426,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.75116613,100.6091111,4EE-7180,NULL,NULL,NULL,2021-11-23,NULL,TLM,800,5,manual
236200663,BKT0594,SV421,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.746228,100.592202,2DD-3618,NULL,NULL,NULL,2021-10-02,NULL,TLM,400,5,manual
236200116,KTT0293,NN415,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.737035,100.554328,2EE-5699,NULL,NULL,NULL,2021-06-16,NULL,TLM,400,5,manual
236201170,BKT0058,RH434,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.748955,100.61787,4EE-1251,NULL,NULL,NULL,2021-11-20,NULL,TLM,800,5,manual
236201366,KTT1328,WB432,คลองเตย,NULL,1000.0,1400/5,"uni-sub,นั่งร้าน",13.743638,100.533254,NULL,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
SD38522,SD38522,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7391741948084,100.510706548609,LL-594,ถ.พาดสาย  ใกล้ ถ.ทรงสวัสดิ์,12000,380,1999-06-30,เจริญชัย,Network Transformer,1,1,manual
236201281,KTT1138,SY24,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.725603,100.517737,2MM-1314,NULL,NULL,NULL,2022-03-12,NULL,TLM,1400,5,manual
236200508,KTT1213,YK415,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.713987,100.540049,2EE-6754,NULL,NULL,NULL,2021-06-30,NULL,TLM,400,5,manual
236200900,BKT0706,PA424,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.738267812,100.563914871,0,NULL,NULL,NULL,2021-10-20,NULL,TLM,400,5,manual
WL25513,WL25513,WL25,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7452539162328,100.49922549046,LL-1393,ถ.พาหุรัด  หน้าธนาคารกรุงศรีอยุธยา,12000,380,2020-11-09,เจริญชัย,Network Transformer,1,1,manual
236201388,KTT0002,WB11,คลองเตย,NULL,150.0,200/5,แขวนเสา,13.741725112,100.529820172,2DD-8758,NULL,NULL,NULL,2022-08-19,NULL,TLM,200,5,manual
236200674,BKT1557,PPL42,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.761785,100.586613,2DD-5207,NULL,NULL,NULL,2021-10-27,NULL,TLM,400,5,manual
SD24501,SD24501,SD24,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7502056546757,100.505040222062,LL-1319,ถ.บริพัตร  ใกล้ ซ.จุรินทร์,12000,380,1994-08-06,Torishima,Network Transformer,1,1,manual
236201436,KTT1187,WB433,คลองเตย,NULL,1000.0,1400/5,"uni-sub,นั่งร้าน",13.738814436,100.539220512, ,NULL,NULL,NULL,2022-06-04,NULL,TLM,1400,5,manual
236200959,BKT1279,SV418,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.734305629,100.587679833,4EE-7666,NULL,NULL,NULL,2021-09-17,NULL,TLM,400,5,manual
236201435,KTT0344,NN424,คลองเตย,NULL,1000.0,1400/5,"uni-sub,นั่งร้าน",13.739356553,100.557103552,4MM-0412,NULL,NULL,NULL,2022-06-05,NULL,TLM,1400,5,manual
236201132,BKT0634,SG416,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.712101331,100.60656878,2EE-6617,NULL,NULL,NULL,2021-11-22,NULL,TLM,800,5,manual
236201444,KTT0804,SA422,คลองเตย,NULL,150.0,200/5,แขวนเสา,13.719483382,100.561214272,2DD-6424,NULL,NULL,NULL,2022-03-21,NULL,TLM,200,5,manual
SD38502,SD38502,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7424287010043,100.50586167199,LL-1174,ซ.เสริมสินค้า ถ.เยาวราช,12000,380,1988-09-13,เจริญชัย,Network Transformer,1,1,manual
BR21505,BR21505,BR21,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7631185497741,100.496740433148,LL-010,ถ.พระสุเมรุ  ปากตรอกไก่แจ้,12000,380,1995-06-05,Torishima,Network Transformer,1,1,manual
SD14510,SD14510,SD14,วัดเลียบ,SD,500,1/1,แขวนเสา,13.751263476468,100.513603925643,LL-1516,ซ.โรงเลี้ยงเด็ก  ถ.บำรุงเมือง,12000,380,2022-03-19,เอกรัฐ,Network Transformer,1,1,manual
236200880,BKT1009,BA436,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.720515299,100.589545227,4EE-7423,NULL,NULL,NULL,2021-11-12,NULL,TLM,400,5,manual
236201390,KTT1238,NS436,คลองเตย,NULL,150.0,200/5,แขวนเสา,13.713001923,100.544761479,4DD-2914,NULL,NULL,NULL,2022-03-06,NULL,TLM,200,5,manual
236201307,BKT1936,NN411,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.753075,100.545265,4MM-0523,NULL,NULL,NULL,2022-07-23,NULL,TLM,1400,5,manual
SD12505,SD12505,SD12,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7426361739798,100.513291912456,LL-1336,ถ.วงเวียน 22 กรกฎาคม  ใกล้ ถ.ไมตรีจิตต์,12000,380,2020-10-09,เจริญชัย,Network Transformer,1,1,manual
236200898,BKT1363,PA418,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.738506,100.570354,2EE-4433,NULL,NULL,NULL,2021-10-01,NULL,TLM,400,5,manual
236201112,BKT0714,BA411,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.730027,100.588908,4DD-8980,NULL,NULL,NULL,2021-11-05,NULL,TLM,400,5,manual
BR11508,BR11508,BR11,วัดเลียบ,BR,500,1/1,แขวนเสา,13.760488283235,100.498052507997,LL-0892,ถ.ตานี,12000,380,1990-10-18,MITSUBISHI,Network Transformer,1,1,manual
236200355,KTT0494,PI435,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.735191,100.559914,4EE-9703,NULL,NULL,NULL,2021-08-17,NULL,TLM,400,5,manual
236200806,KTT0254,LN434,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.73245784,100.550286852,4LL-3036,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
236201403,BKT1567,MS411,บางกะปิ,NULL,500.0,1400/5,นั่งร้าน,13.7579539106603,100.5435213,4LL-1453,NULL,NULL,NULL,2024-07-10,NULL,TLM,1400,5,manual
236200194,KTT1219,NS436,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.71743,100.547733,4EE-9705,NULL,NULL,NULL,2021-06-21,NULL,TLM,400,5,manual
236200477,KTT0598,PK416,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.712444,100.591795,2EE-1614,NULL,NULL,NULL,2021-06-25,NULL,TLM,400,5,manual
236200344,BKT2374,SG413,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.714727,100.60846, 2EE-9412,NULL,NULL,NULL,2021-11-16,NULL,TLM,800,5,manual
236200313,KTT0445,PI423,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.724967,100.560586,2DD-9260,NULL,NULL,NULL,2021-08-16,NULL,TLM,400,5,manual
236200723,KTT0376,NS414,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.700134589,100.546093729,4LL-2567,NULL,NULL,NULL,2022-01-23,NULL,TLM,800,5,manual
236200214,KTT0764,SA412,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.733138,100.56106,4JJ-2834,NULL,NULL,NULL,2021-06-16,NULL,TLM,800,5,manual
236201667,KTT1021,SU24,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.724868976,100.52161343,2MM-1042,NULL,NULL,NULL,2022-03-20,NULL,TLM,1400,5,manual
236200852,BKT0643,SG413,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.712756502,100.607517796,2EE-1488,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
236201438,KTT0195,LN426,คลองเตย,NULL,150.0,200/5,แขวนเสา,13.727968578,100.539967928,4DD-7730,NULL,NULL,NULL,2022-03-21,NULL,TLM,200,5,manual
236201515,KTT0952,SL21,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.722197966,100.527635097,2NN-0419,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
236200820,BKT0535,SG433,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.700992754,100.625034978,2EE-456,NULL,NULL,NULL,2021-12-16,NULL,TLM,800,5,manual
236201506,BKT1942,NN421,บางกะปิ,NULL,300.0,800/5,นั่งร้าน,13.750659,100.556591,4JJ-7288,NULL,NULL,NULL,2022-07-24,NULL,TLM,800,5,manual
236201577,KTT0945,SL14,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.7226573205275,100.521394835015,2MM-1464,NULL,NULL,NULL,2024-05-12,NULL,TLM,1400,5,manual
236200520,KTT0070,EM427,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.715312,100.589966,2EE-6478,NULL,NULL,NULL,2021-08-21,NULL,TLM,400,5,manual
WL12519,WL12519,WL12,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7524416898306,100.504660761518,LL-1337,ถ.มหาไชย  หน้าแฟลตตำรวจ,12000,380,2020-08-16,เจริญชัย,Network Transformer,1,1,manual
236201299,KTT0046,EM418,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.720134161,100.583753777,2LL-5359,NULL,NULL,NULL,2022-07-03,NULL,TLM,1400,5,manual
236200839,BKT2105,BA424,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.7446668907502,100.601404343758,2LL-3156,NULL,NULL,NULL,2024-07-09,NULL,TLM,800,5,manual
236200152,KTT0095,KT411,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.723117768,100.558377394,2DD-5505,NULL,NULL,NULL,2021-06-09,NULL,TLM,400,5,manual
236200349,BKT0492,SG433,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.704762727,100.630229921,2EE-1534,NULL,NULL,NULL,2021-11-25,NULL,TLM,800,5,manual
236201608,BKT1932,NN411,บางกะปิ,NULL,1000.0,2000/5,นั่งร้าน,13.751266,100.54566,2NN-0049,NULL,NULL,NULL,2022-07-24,NULL,TLM,2000,5,manual
236201345,KTT1007,SU18,คลองเตย,NULL,750.0,1400/5,"uni-sub,นั่งร้าน",13.728765033,100.535834047,LL-1119,NULL,NULL,NULL,2022-07-03,NULL,TLM,1400,5,manual
236200524,KTT0455,PI424,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.712324,100.560049,2EE-6499,NULL,NULL,NULL,2021-07-02,NULL,TLM,400,5,manual
236201344,KTT0067,EM427,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.713857869,100.589254241,0,NULL,NULL,NULL,2022-06-05,NULL,TLM,1400,5,manual
236200073,BKT0334,SG417,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.731290344,100.637094199,2EE-2292,NULL,NULL,NULL,2021-11-28,NULL,TLM,800,5,manual
236200881,BKT2319,BA436,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.72177,100.58941,4EE-3683,NULL,NULL,NULL,2021-11-15,NULL,TLM,400,5,manual
236200268,KTT0415,PA426,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.739763689,100.560201238,4LL-1809,NULL,NULL,NULL,2021-11-14,NULL,TLM,800,5,manual
236200207,KTT1216,NS436,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.71522897,100.5497204,2JJ-0069,NULL,NULL,NULL,2021-10-10,NULL,TLM,800,5,manual
236201157,BKT1991,RH415,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.758348,100.614435,4EE-0765,NULL,NULL,NULL,2021-11-24,NULL,TLM,800,5,manual
SD25525,SD25525,SD25,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7413024212897,100.50986025623,LL-1196,ถ.แปลงนาม  ในตลาดแปลงนาม,12000,380,1990-10-18,เอกรัฐ,Network Transformer,1,1,manual
236200930,BKT1159,BA413,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.713028,100.599586,4EE-3498,NULL,NULL,NULL,2021-09-10,NULL,TLM,400,5,manual
WL21510,WL21510,WL21,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7565313328406,100.495810223831,LL-120,ถ.สาเก  หลังโรงแรมรัตนโกสินทร์,12000,380,1995-02-11,ELCO,Network Transformer,1,1,manual
236200201,KTT1199,YK415,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.71852791,100.5410461,2LL-4471,NULL,NULL,NULL,2022-12-28,NULL,TLM,800,5,manual
236201065,BKT0505,SG433,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.702566513,100.630719543,2EE-5374,NULL,NULL,NULL,2021-12-16,NULL,TLM,800,5,manual
236200215,KTT1268,YK433,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.720706,100.539178,2JJ-6289,NULL,NULL,NULL,2021-07-02,NULL,TLM,800,5,manual
236200297,KTT0703,PM26,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.741721,100.535072,2JJ-4918,NULL,NULL,NULL,2021-07-03,NULL,TLM,800,5,manual
236201499,KTT1221,NS436,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.716702253,100.549380494,2NN-0681,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
236200838,KTT0688,PM22,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.743894904,100.521724715,2LL-6014,NULL,NULL,NULL,2021-12-18,NULL,TLM,800,5,manual
236200734,KTT0872,SAM13,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.73665797,100.5188047,2JJ-0494,NULL,NULL,NULL,2022-02-27,NULL,TLM,800,5,manual
236201117,BKT1740,SG421,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.677895092,100.643834543,2EE-2471,NULL,NULL,NULL,2021-12-07,NULL,TLM,800,5,manual
236200662,BKT0446,BA432,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.740025,100.612721,4EE-9436,NULL,NULL,NULL,2021-09-23,NULL,TLM,400,5,manual
236200311,BKT0167,RH426,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.753048,100.612505,2EE-6439,NULL,NULL,NULL,2021-11-22,NULL,TLM,800,5,manual
236201540,BKT2618,RPR42,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.752571,100.542519,2LL-3406,NULL,NULL,NULL,2022-07-30,NULL,TLM,800,5,manual
236200429,KTT0858,SAM12,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.7346302,100.527654528,2MM-024,NULL,NULL,NULL,2021-12-19,NULL,TLM,1400,5,manual
236201399,KTT0250,LN434,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.732855784,100.545522536,2LL-4498,NULL,NULL,NULL,2022-05-14,NULL,TLM,1400,5,manual
236200409,KTT0501,PI435,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.739061997,100.556028078,2LL-0486,NULL,NULL,NULL,2021-11-07,NULL,TLM,1400,5,manual
BR14506,BR14506,BR14,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7613897133788,100.497536318688,LL-1430,ถ.จักรพงษ์  หน้าห้างตั้งฮั่วเส็ง,12000,380,2021-02-15,ถิรไทย,Network Transformer,1,1,manual
SD21505,SD21505,SD21,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7439399547965,100.514942119531,LL-1341,ถ.มังกร  ใกล้ ถ.มิตรพันธ์,12000,380,2020-07-25,เจริญชัย,Network Transformer,1,1,manual
236200329,KTT1220,NS436,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.716817646,100.546072944,2JJ-4616,NULL,NULL,NULL,2021-07-10,NULL,TLM,800,5,manual
236200458,KTT0597,PK416,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.711079094,100.596253222,2MM-1101,NULL,NULL,NULL,2022-01-15,NULL,TLM,1400,5,manual
236200413,KTT0422,PA433,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.745751,100.558905,2EE-5433,NULL,NULL,NULL,2021-06-28,NULL,TLM,400,5,manual
236201145,KTT0908,SAM21,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.746285564,100.518114595,2LL-6065,NULL,NULL,NULL,2021-12-12,NULL,TLM,800,5,manual
236200915,BKT2101,BA421,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.74146242,100.601280542,4DD-10468,NULL,NULL,NULL,2021-09-14,NULL,TLM,400,5,manual
236200448,KTT0438,PI416,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.742144721,100.553432502,2NN-0526,NULL,NULL,NULL,2021-11-07,NULL,TLM,1400,5,manual
236200343,BKT2375,SG413,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.71446,100.608445,4EE-4521,NULL,NULL,NULL,2021-11-16,NULL,TLM,800,5,manual
236200644,BKT1443,SV413,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.749316271,100.589705687,2EE-3698,NULL,NULL,NULL,2021-10-02,NULL,TLM,400,5,manual
236201139,BKT0386,PTN41,บางกะปิ,NULL,150.0,800/5,แขวนเสา,13.724608891,100.616993892, 4DD-1619,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
236200884,BKT2312,BA412,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.723,100.608347,4EE-5760,NULL,NULL,NULL,2021-11-10,NULL,TLM,400,5,manual
236200746,KTT1115,SY22,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.7321786,100.5272759,2LL-6022,NULL,NULL,NULL,2022-03-06,NULL,TLM,800,5,manual
SD26514,SD26514,SD26,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7406642590254,100.507972683209,LL-269,ซ.ไพบูลย์สมบัติ  ในตลาดเก่าเยาวราช,12000,380,1989-08-15,OSAKA,Network Transformer,1,1,manual
236201412,KTT0610,PK422,คลองเตย,NULL,37.5,1400/5,นั่งร้าน,13.711691319,100.571009454,0,NULL,NULL,NULL,2022-04-30,NULL,TLM,1400,5,manual
236201048,BKT1361,SV422,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.739848,100.573707,2DD-4301,NULL,NULL,NULL,2021-11-02,NULL,TLM,400,5,manual
